# ALPHA = 0.05
# NUMBER_OF_TESTS = 15481

# _SET1_  VARIABLE = GO_bp:go_regulation_of_anatomical_structure_morphogenesis (set)
# _SET1_  NGENES = 995
# _SET1_  P-VALUE = 3.11454e-06
_SET1_   GENE              CHR      START       STOP  NSNPS  NPARAM      N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET1_   ENSG00000140464    15   74237014   74390153    363      31  35986      -1.3504      0.87917    1.3323e-15      -1.3504
_SET1_   ENSG00000167178    15   74342652   74480881    181      37  35986      -0.4883      0.65205    1.2212e-15      -0.4883
_SET1_   ENSG00000138623    15   74651630   74776808    309      28  35986     -0.96458      0.80403    1.2212e-15     -0.96458
_SET1_   ENSG00000169783    15   77855369   78163242   1031      49  35986       1.3508      0.05669    1.3323e-15       1.3508
_SET1_   ENSG00000041357    15   78782747   78891604    253      12  35986     -0.65086      0.66753    1.2212e-15     -0.65086
_SET1_   ENSG00000080644    15   78835394   78963637    316      21  35986     -0.38632       0.5707    1.2212e-15     -0.38632
_SET1_   ENSG00000103811    15   79163400   79291916    467      35  35986       -1.241      0.86194    1.3323e-15       -1.241
_SET1_   ENSG00000169330    15   79674858   79814632    450      35  35986     -0.91314      0.75937    1.2212e-15     -0.91314
_SET1_   ENSG00000170776    15   85873802   86342586   1720      42  35986      -1.3153      0.84281    1.3323e-15      -1.3153
_SET1_   ENSG00000140538    15   88368230   88849999   1073      76  35986       1.3232     0.063723    1.3323e-15       1.3232
_SET1_   ENSG00000166823    15   90241892   90344541    406      14  35986      0.11529      0.36696    1.2351e-15      0.11529
_SET1_   ENSG00000242498    15   90393159   90506188    248      28  35986      -0.6773      0.68893    1.2212e-15      -0.6773
_SET1_   ENSG00000185033    15   90653836   90822911    596      32  35986      0.19228      0.33932    1.2212e-15      0.19228
_SET1_   ENSG00000185043    15   90723207   90827279    337      22  35986     -0.17939      0.48843    1.2212e-15     -0.17939
_SET1_   ENSG00000182511    15   91376925   91489006    309      40  35986       1.0066      0.11955    1.3323e-15       1.0066
_SET1_   ENSG00000161999    16     681671     784529    282      19  35986      0.87527      0.14073    1.2212e-15      0.87527
_SET1_   ENSG00000103260    16     715115     819655    365      50  35986       0.4791      0.25931    1.2212e-15       0.4791
_SET1_   ENSG00000005513    16     981808    1086979    646      44  35986     -0.63253      0.67471    1.2212e-15     -0.63253
_SET1_   ENSG00000140992    16    2537965    2703189     95      25  35986     -0.20796       0.5421    1.2212e-15     -0.20796
_SET1_   ENSG00000006327    16    3018446    3122384    325      38  35986     -0.52076      0.63141    1.2212e-15     -0.52076
_SET1_   ENSG00000213853    16   10572279   10724555    687      81  35986     -0.99321       0.7959    1.2212e-15     -0.99321
_SET1_   ENSG00000103528    16   19129293   19329652    528      81  35986     0.040651       0.4227    1.2282e-15     0.040651
_SET1_   ENSG00000103319    16   22167603   22348554    317      29  35986    -0.090467      0.49468    1.2351e-15    -0.090467
_SET1_   ENSG00000166501    16   23797322   24281932   1563     117  35986      0.24269      0.32093    1.2212e-15      0.24269
_SET1_   ENSG00000077238    16   27274989   27426099    440      46  35986      0.85771      0.14908    1.2212e-15      0.85771
_SET1_   ENSG00000149930    16   29934962   30053582    187      13  35986      0.94331      0.12241    1.2212e-15      0.94331
_SET1_   ENSG00000149925    16   30014411   30131778    153      14  35986      0.97711      0.11742    1.2212e-15      0.97711
_SET1_   ENSG00000102879    16   30144148   30250397     83      10  35986      0.43503      0.25738    1.2212e-15      0.43503
_SET1_   ENSG00000069329    16   46640054   46773430     82      12  35986      -0.3815      0.58832    1.2212e-15      -0.3815
_SET1_   ENSG00000140795    16   46690891   46874319    130      13  35986     -0.85195       0.7574    1.2212e-15     -0.85195
_SET1_   ENSG00000140807    16   50532241   50720647    236      38  35986     0.030841      0.45195    1.2317e-15     0.030841
_SET1_   ENSG00000087250    16   56572986   56675000    513      59  35986      0.21601      0.35465    1.2212e-15      0.21601
_SET1_   ENSG00000006210    16   57356370   57468960    380      36  35986     -0.50469      0.65757    1.2212e-15     -0.50469
_SET1_   ENSG00000179776    16   66350533   66488686    447      51  35986     -0.47882      0.62121    1.2212e-15     -0.47882
_SET1_   ENSG00000102981    16   67644849   67746681    130      19  35986       2.0497     0.021497    1.3323e-15       2.0497
_SET1_   ENSG00000205220    16   67918405   68020990    116      15  35986       1.6978     0.039847    1.3323e-15       1.6978
_SET1_   ENSG00000182149    16   71829899   72012913    474      22  35986       1.0024      0.11153    1.3323e-15       1.0024
_SET1_   ENSG00000102967    16   71992487   72108954    412      27  35986       0.2908      0.30836    1.2212e-15       0.2908
_SET1_   ENSG00000103035    16   74280673   74390186    219      29  35986     -0.13218      0.50151    1.2212e-15     -0.13218
_SET1_   ENSG00000153774    16   75277596   75517383    903      25  35986       2.1846    0.0073538    1.3323e-15       2.1846
_SET1_   ENSG00000176692    16   86550857   86652539    513      36  35986     0.067921       0.3946    1.2351e-15     0.067921
_SET1_   ENSG00000103264    16   87310593   87475748    622      44  35986       2.7479    0.0017083    1.3323e-15       2.7479
_SET1_   ENSG00000159842    17     856758    1182315   1465     157  35986       1.1211     0.096737    1.3323e-15       1.1211
_SET1_   ENSG00000167193    17    1273983    1416456    552      52  35986      -1.5396      0.91425    1.3323e-15      -1.5396
_SET1_   ENSG00000132386    17    1615253    1730868    429      40  35986     -0.36858      0.57027    1.2212e-15     -0.36858
_SET1_   ENSG00000007168    17    2446504    2638909    480      36  35986       1.4776     0.048382    1.3323e-15       1.4776
_SET1_   ENSG00000141480    17    4563784    4674794    363      44  35986      -1.3615       0.8818    1.3323e-15      -1.3615
_SET1_   ENSG00000142507    17    4649439    4751790    326      51  35986     -0.95172      0.78329    1.2212e-15     -0.95172
_SET1_   ENSG00000108518    17    4798947    4902356    313      26  35986      0.55693      0.23928    1.2212e-15      0.55693
_SET1_   ENSG00000108561    17    5286097    5402150    473      27  35986       1.9815     0.014065    1.3323e-15       1.9815
_SET1_   ENSG00000108839    17    6849384    6964055    301      28  35986      0.94705      0.12771    1.2212e-15      0.94705
_SET1_   ENSG00000132535    17    7043209    7173021    213      37  35986      0.57275      0.22696    1.2212e-15      0.57275
_SET1_   ENSG00000004975    17    7078660    7187864    175      23  35986       1.0075      0.11492    1.3323e-15       1.0075
_SET1_   ENSG00000239697    17    7402208    7514925    342      29  35986     -0.64718      0.67741    1.2212e-15     -0.64718
_SET1_   ENSG00000108947    17    7558520    7664696    290      40  35986     -0.24456      0.53457    1.2212e-15     -0.24456
_SET1_   ENSG00000179111    17    7973908    8077410    336      59  35986      0.41278      0.28242    1.2212e-15      0.41278
_SET1_   ENSG00000166579    17    8266449    8443729    344      32  35986     -0.18818      0.49358    1.2212e-15     -0.18818
_SET1_   ENSG00000133026    17    8327523    8584079    413      32  35986      -1.1279      0.82292    1.3323e-15      -1.1279
_SET1_   ENSG00000174083    17    8656041    8820994    424      53  35986     -0.41979      0.59342    1.2212e-15     -0.41979
_SET1_   ENSG00000065320    17    8874859    9197317   1165     108  35986       1.2299      0.07678    1.3323e-15       1.2299
_SET1_   ENSG00000006740    17   12642856   12944960   1173      70  35986       1.0725     0.099811    1.3323e-15       1.0725
_SET1_   ENSG00000187688    17   16268856   16390317    336      27  35986     -0.50982      0.62281    1.2212e-15     -0.50982
_SET1_   ENSG00000179598    17   17054309   17159629    291      26  35986     -0.55362      0.65008    1.2212e-15     -0.55362
_SET1_   ENSG00000177427    17   18113848   18219866    236      19  35986      0.44196      0.25935    1.2212e-15      0.44196
_SET1_   ENSG00000072134    17   19068928   19290028    143      14  35986       1.4874     0.059126    1.3323e-15       1.4874
_SET1_   ENSG00000166484    17   19231034   19336857    101      16  35986       1.3532     0.074839    1.3323e-15       1.3532
_SET1_   ENSG00000083290    17   19624142   19821249    356      21  35986       1.1528     0.097114    1.3323e-15       1.1528
_SET1_   ENSG00000004139    17   26641378   26778065    216      27  35986      0.60939      0.21603    1.2212e-15      0.60939
_SET1_   ENSG00000141298    17   27902956   28307294    524      22  35986       2.5061    0.0031623    1.3323e-15       2.5061
_SET1_   ENSG00000196712    17   29371945   29759134    515      18  35986       0.0465      0.39433    1.2282e-15       0.0465
_SET1_   ENSG00000126861    17   29549031   29674557    143       7  35986      0.13541      0.36284    1.2212e-15      0.13541
_SET1_   ENSG00000108671    17   30721279   30860336    182      27  35986     -0.47199      0.61196    1.2212e-15     -0.47199
_SET1_   ENSG00000176749    17   30763637   30868274    162      29  35986     -0.40171      0.58378    1.2212e-15     -0.40171
_SET1_   ENSG00000108691    17   32532304   32634222    344      26  35986      0.18638      0.35386    1.2212e-15      0.18638
_SET1_   ENSG00000108688    17   32547240   32649261    317      26  35986      0.28719      0.31838    1.2212e-15      0.28719
_SET1_   ENSG00000172156    17   32562687   32665353    324      24  35986      0.42102      0.27125    1.2212e-15      0.42102
_SET1_   ENSG00000181374    17   32633471   32735629    431      37  35986      0.27396       0.3319    1.2212e-15      0.27396
_SET1_   ENSG00000006125    17   33855065   34103436    766      31  35986      -1.1943      0.84291    1.3323e-15      -1.1943
_SET1_   ENSG00000006075    17   34365602   34467515    357      28  35986      0.76345      0.16854    1.2212e-15      0.76345
_SET1_   ENSG00000141140    17   34801477   34949284    271      22  35986      0.28031      0.32416    1.2212e-15      0.28031
_SET1_   ENSG00000132130    17   35244084   35351917    265      47  35986      -1.1129      0.83106    1.3323e-15      -1.1129
_SET1_   ENSG00000108753    17   35996435   36155237    411      89  35986       1.0448      0.11848    1.3323e-15       1.0448
_SET1_   ENSG00000017373    17   36636251   36812183    472      54  35986      0.73829       0.1875    1.2212e-15      0.73829
_SET1_   ENSG00000108294    17   36858989   36970484    230      39  35986      -1.3499       0.8848    1.3323e-15      -1.3499
_SET1_   ENSG00000125686    17   37510538   37657539    300      12  35986      0.15491      0.36972    1.2212e-15      0.15491
_SET1_   ENSG00000141736    17   37794167   37936679    256      18  35986      0.58348       0.2293    1.2212e-15      0.58348
_SET1_   ENSG00000108344    17   38087050   38204213    384      19  35986      0.23555      0.32332    1.2212e-15      0.23555
_SET1_   ENSG00000173801    17   39725692   39993183    817      53  35986        1.745     0.026121    1.3323e-15        1.745
_SET1_   ENSG00000168610    17   40415342   40590586    386      26  35986      0.54839      0.23196    1.2212e-15      0.54839
_SET1_   ENSG00000131477    17   40860465   40965059     78      13  35986      0.14943      0.36178    1.2212e-15      0.14943
_SET1_   ENSG00000131467    17   40926402   41045774     65      28  35986       0.2295      0.45896    1.2212e-15       0.2295
_SET1_   ENSG00000108828    17   41116622   41227140    182      12  35986      0.97222      0.11914    1.2212e-15      0.97222
_SET1_   ENSG00000108830    17   41127258   41234057    184      10  35986      0.95339      0.12165    1.2212e-15      0.95339
_SET1_   ENSG00000012048    17   41146312   41327500    353       8  35986      0.69209      0.17843    1.2212e-15      0.69209
_SET1_   ENSG00000108840    17   42104114   42251070    260      21  35986        1.827     0.022352    1.3323e-15        1.827
_SET1_   ENSG00000030582    17   42372614   42480470    197      31  35986      0.42607      0.27714    1.2212e-15      0.42607
_SET1_   ENSG00000180340    17   42584925   42686907    290      28  35986    0.0051386       0.4238    1.2308e-15    0.0051386
_SET1_   ENSG00000184922    17   43248811   43374687    274      35  35986        1.029      0.11423    1.3323e-15        1.029
_SET1_   ENSG00000186868    17   43921748   44155700   1354       5  35986      -0.0509      0.39641    1.2282e-15      -0.0509
_SET1_   ENSG00000108379    17   44789872   44960520    301      33  35986      0.70955      0.19126    1.2212e-15      0.70955
_SET1_   ENSG00000158955    17   44860567   45014096    347      39  35986       1.3615     0.063011    1.3323e-15       1.3615
_SET1_   ENSG00000189120    17   45872279   45983240    365      30  35986     -0.42724      0.59439    1.2212e-15     -0.42724
_SET1_   ENSG00000260027    17   46634594   46760934    358      34  35986      0.62322      0.22802    1.2212e-15      0.62322
_SET1_   ENSG00000064300    17   47522655   47642379    322      57  35986    -0.091968       0.4743    1.2351e-15    -0.091968
_SET1_   ENSG00000136457    17   48491857   48596327    243      29  35986       -2.403      0.98646    1.3323e-15       -2.403
_SET1_   ENSG00000166292    17   53746988   53859482    290      29  35986     -0.20402      0.55354    1.2212e-15     -0.20402
_SET1_   ENSG00000183691    17   54621060   54722951    193      26  35986     -0.14364      0.48604    1.2212e-15     -0.14364
_SET1_   ENSG00000011143    17   56232803   56346966    249      35  35986      -1.3013       0.8779    1.3323e-15      -1.3013
_SET1_   ENSG00000141367    17   57647219   57823671    255      16  35986      0.49531      0.25532    1.2212e-15      0.49531
_SET1_   ENSG00000121068    17   59427257   59536827    222      32  35986     -0.39167      0.58743    1.2212e-15     -0.39167
_SET1_   ENSG00000198909    17   61649775   61823663    213      14  35986       1.0416      0.10622    1.3323e-15       1.0416
_SET1_   ENSG00000087191    17   61854512   61959379    265       7  35986       1.3856     0.052893    1.3323e-15       1.3856
_SET1_   ENSG00000108854    17   62488413   62708186    355      16  35986      -1.2794      0.91049    1.3323e-15      -1.2794
_SET1_   ENSG00000120063    17   62956833   63102957    283      26  35986      0.28262      0.33045    1.2212e-15      0.28262
_SET1_   ENSG00000091583    17   64158151   64302643    662      31  35986      -1.1572      0.83457    1.3323e-15      -1.1572
_SET1_   ENSG00000154229    17   64248754   64856861   2231     138  35986      -1.2889      0.84843    1.3323e-15      -1.2889
_SET1_   ENSG00000197170    17   65284032   65412743    279      34  35986     -0.98243      0.78976    1.2212e-15     -0.98243
_SET1_   ENSG00000125398    17   70067161   70172561    225      30  35986      0.59494        0.224    1.2212e-15      0.59494
_SET1_   ENSG00000179604    17   71229763   71358314    375      48  35986     -0.38463      0.57552    1.2212e-15     -0.38463
_SET1_   ENSG00000109062    17   72694791   72815492    252      30  35986      0.16338      0.36411    1.2212e-15      0.16338
_SET1_   ENSG00000092929    17   73773306   73890798    332      21  35986       -1.683      0.93542    1.3323e-15       -1.683
_SET1_   ENSG00000129654    17   74082414   74187380    241      29  35986      0.27982      0.32212    1.2212e-15      0.27982
_SET1_   ENSG00000141576    17   74088534   74286454    513      39  35986      0.42435      0.27037    1.2212e-15      0.42435
_SET1_   ENSG00000176170    17   74322665   74433941    309      33  35986       1.3704     0.066225    1.3323e-15       1.3704
_SET1_   ENSG00000175866    17   78958948   79141232    884      92  35986      0.55811       0.2329    1.2212e-15      0.55811
_SET1_   ENSG00000185359    17   79600356   79720168    576      26  35986      0.44488      0.26368    1.2212e-15      0.44488
_SET1_   ENSG00000141522    17   79775597   79879282    187      12  35986      0.33583       0.3197    1.2212e-15      0.33583
_SET1_   ENSG00000169750    17   79939500   80042080    250      40  35986      -2.5541      0.99179    1.3323e-15      -2.5541
_SET1_   ENSG00000082397    18    5342383    5680699   1049     106  35986      0.86754      0.14979    1.2212e-15      0.86754
_SET1_   ENSG00000173482    18    7516780    8456859   2910     171  35986     -0.99899      0.76131    1.2212e-15     -0.99899
_SET1_   ENSG00000067900    18   18476867   18741812    209      18  35986     -0.49101      0.68771    1.2212e-15     -0.49101
_SET1_   ENSG00000141448    18   19699404   19832491    197      33  35986      0.75499      0.18009    1.2212e-15      0.75499
_SET1_   ENSG00000154611    18   23663816   23823319    361      25  35986      0.49591      0.27688    1.2212e-15      0.49591
_SET1_   ENSG00000170558    18   25480930   25807410    751      54  35986      0.81418      0.15591    1.2212e-15      0.81418
_SET1_   ENSG00000132872    18   40797843   40907615    203      19  35986      0.21741      0.34998    1.2212e-15      0.21741
_SET1_   ENSG00000141646    18   48444410   48661415    303      16  35986       1.0446      0.10494    1.3323e-15       1.0446
_SET1_   ENSG00000187323    18   49816542   51107784   4872     109  35986      -0.6683      0.62648    1.2212e-15      -0.6683
_SET1_   ENSG00000049759    18   55661599   56118772   1461     103  35986     -0.30111      0.53121    1.2212e-15     -0.30111
_SET1_   ENSG00000171791    18   60740579   61037361    834     118  35986      0.32957      0.32455    1.2212e-15      0.32957
_SET1_   ENSG00000197971    18   74640783   74895639   1180     126  35986     -0.13703      0.48779    1.2212e-15     -0.13703
_SET1_   ENSG00000099864    19     658953     798329    757      99  35986       1.1231      0.10078    1.3323e-15       1.1231
_SET1_   ENSG00000118046    19    1139406    1278428    430      63  35986     -0.52497      0.64774    1.2212e-15     -0.52497
_SET1_   ENSG00000006638    19    3544504    3656838    399      47  35986       1.2906     0.071018    1.3323e-15       1.2906
_SET1_   ENSG00000167657    19    3908451    4021121    275      41  35986      0.58825      0.22743    1.2212e-15      0.58825
_SET1_   ENSG00000077463    19    4124106    4232601    390      48  35986       0.3755      0.28745    1.2212e-15       0.3755
_SET1_   ENSG00000167664    19    4242229    4352428    389      45  35986     -0.44089      0.59933    1.2212e-15     -0.44089
_SET1_   ENSG00000171236    19    4486421    4590486    391      61  35986       3.1732   0.00041796    1.3323e-15       3.1732
_SET1_   ENSG00000167680    19    4492600    4609820    466      69  35986       2.9964   0.00079398    1.3323e-15       2.9964
_SET1_   ENSG00000074842    19    4591386    4720382    474      49  35986     -0.63421      0.68428    1.2212e-15     -0.63421
_SET1_   ENSG00000105426    19    5108506    5390814   1040     101  35986      0.99778      0.12001    1.2212e-15      0.99778
_SET1_   ENSG00000125735    19    6613148    6720599    621      44  35986      0.73351      0.17228    1.2212e-15      0.73351
_SET1_   ENSG00000125730    19    6627715    6780573    672      74  35986      0.68582      0.19306    1.2212e-15      0.68582
_SET1_   ENSG00000104880    19    7409999    7587363    750      40  35986       -0.852      0.73792    1.2212e-15       -0.852
_SET1_   ENSG00000167772    19    8378173    8489257    455      45  35986       1.0379      0.11191    1.3323e-15       1.0379
_SET1_   ENSG00000090339    19   10331511   10447291    315      44  35986      0.49832      0.25356    1.2212e-15      0.49832
_SET1_   ENSG00000079805    19   10778755   10994164    454      35  35986      0.29996      0.32501    1.2212e-15      0.29996
_SET1_   ENSG00000142453    19   10932189   11083453    282      18  35986      0.16356      0.36405    1.2212e-15      0.16356
_SET1_   ENSG00000179218    19   12999392   13105303    186      27  35986       1.7154     0.030313    1.3323e-15       1.7154
_SET1_   ENSG00000132003    19   13856274   13993044    311      34  35986        2.234    0.0075132    1.3323e-15        2.234
_SET1_   ENSG00000123143    19   14493865   14632679    422      63  35986     -0.13684      0.49121    1.2212e-15     -0.13684
_SET1_   ENSG00000127528    19   16385628   16488685    338      39  35986    -0.019925      0.43854    1.2317e-15    -0.019925
_SET1_   ENSG00000130477    19   17662137   17849401    773      99  35986     0.021746      0.43026    1.2317e-15     0.021746
_SET1_   ENSG00000130513    19   18435541   18549986    321      41  35986     -0.23398      0.52009    1.2212e-15     -0.23398
_SET1_   ENSG00000105186    19   33037913   33217503    740      33  35986      -1.4171      0.88422    1.3323e-15      -1.4171
_SET1_   ENSG00000142279    19   34921874   35047258    369      44  35986      0.97167      0.13492    1.2212e-15      0.97167
_SET1_   ENSG00000105707    19   35481410   35607475    385      47  35986       0.4328      0.26946    1.2212e-15       0.4328
_SET1_   ENSG00000105695    19   35733028   35854707    391      57  35986      0.43511      0.27536    1.2212e-15      0.43511
_SET1_   ENSG00000004776    19   36195469   36298980    258      23  35986      0.67021      0.20057    1.2212e-15      0.67021
_SET1_   ENSG00000004777    19   36215434   36329724    311      35  35986      0.57003      0.23043    1.2212e-15      0.57003
_SET1_   ENSG00000011600    19   36345303   36449197    247      14  35986     -0.23267      0.63639    1.2212e-15     -0.23267
_SET1_   ENSG00000099341    19   38815176   38924464    361      25  35986     -0.25706      0.57346    1.2212e-15     -0.25706
_SET1_   ENSG00000130402    19   39088289   39272223    598      26  35986       1.0811      0.10047    1.3323e-15       1.0811
_SET1_   ENSG00000130669    19   39566410   39723456    445      31  35986     -0.81802      0.72774    1.2212e-15     -0.81802
_SET1_   ENSG00000013275    19   40426912   40537348    299      21  35986    -0.054348      0.56793    1.2282e-15    -0.054348
_SET1_   ENSG00000105329    19   41757492   41909816    304      27  35986       1.5083     0.045151    1.3323e-15       1.5083
_SET1_   ENSG00000105429    19   42779761   42932921    161      10  35986      -2.0572      0.97933    1.3323e-15      -2.0572
_SET1_   ENSG00000079385    19   42961456   43115386    147      13  35986      0.16297      0.40473    1.2212e-15      0.16297
_SET1_   ENSG00000130203    19   45359011   45462650    388      44  35986      -1.1054      0.81912    1.3323e-15      -1.1054
_SET1_   ENSG00000177464    19   46043022   46155466    331      42  35986     -0.25042      0.52758    1.2212e-15     -0.25042
_SET1_   ENSG00000105287    19   47127532   47270384    328      32  35986     -0.52646      0.63173    1.2212e-15     -0.52646
_SET1_   ENSG00000042753    19   47291393   47404249    249      54  35986      0.22017      0.35679    1.2212e-15      0.22017
_SET1_   ENSG00000160007    19   47371933   47558334    354      43  35986      -1.5734      0.91889    1.3323e-15      -1.5734
_SET1_   ENSG00000197405    19   47743280   47875323    444      36  35986     -0.39142      0.59156    1.2212e-15     -0.39142
_SET1_   ENSG00000024422    19   48166600   48296391    455      39  35986     -0.50236      0.61975    1.2212e-15     -0.50236
_SET1_   ENSG00000087088    19   49408072   49515055    317      43  35986      0.27585      0.32995    1.2212e-15      0.27585
_SET1_   ENSG00000090554    19   49927464   50039488    309      25  35986     -0.90865      0.76953    1.2212e-15     -0.90865
_SET1_   ENSG00000126458    19   50088549   50193458    223      22  35986       1.7156     0.032251    1.3323e-15       1.7156
_SET1_   ENSG00000196961    19   50220225   50360370    337      48  35986     -0.31705      0.57435    1.2212e-15     -0.31705
_SET1_   ENSG00000010361    19   50260126   50370633    270      32  35986     -0.50073      0.63351    1.2212e-15     -0.50073
_SET1_   ENSG00000105357    19   50641443   50863802    833      74  35986     -0.83589      0.74464    1.2212e-15     -0.83589
_SET1_   ENSG00000161671    19   50929657   51036608    308      26  35986     -0.54959      0.63923    1.2212e-15     -0.54959
_SET1_   ENSG00000213023    19   51074564   51221651    453      71  35986      -1.4875      0.90713    1.3323e-15      -1.4875
_SET1_   ENSG00000142515    19   51308171   51414020    508      58  35986       2.0271     0.013457    1.3323e-15       2.0271
_SET1_   ENSG00000179820    19   54319477   54429691    362      62  35986        1.056      0.11522    1.3323e-15        1.056
_SET1_   ENSG00000105605    19   54362589   54497195    340      61  35986      0.60954      0.22478    1.2212e-15      0.60954
_SET1_   ENSG00000167617    19   54926210   55034411    561      55  35986      0.98668      0.12231    1.2212e-15      0.98668
_SET1_   ENSG00000160469    19   55743440   55873901    360      40  35986     0.095077      0.39301    1.2351e-15     0.095077
_SET1_   ENSG00000063245    19   56136592   56271224    464      43  35986      0.13075      0.39768    1.2212e-15      0.13075
_SET1_   ENSG00000131845    19   57812675   57921266    377      35  35986      0.39713      0.27867    1.2212e-15      0.39713
_SET1_   ENSG00000176293    19   58520607   58647677    426      38  35986      -0.5338      0.63351    1.2212e-15      -0.5338
_SET1_   ENSG00000101280    20     803296     946977    735     104  35986      0.73177      0.19224    1.2212e-15      0.73177
_SET1_   ENSG00000125818    20    1043906    1210596    467      58  35986      0.57647      0.23573    1.2212e-15      0.57647
_SET1_   ENSG00000088899    20    3093263    3204192    370      38  35986       1.7409     0.027385    1.3323e-15       1.7409
_SET1_   ENSG00000125845    20    6698311    6810927    346      58  35986      0.58635      0.22763    1.2212e-15      0.58635
_SET1_   ENSG00000101384    20   10568332   10704694    343      42  35986       1.2794     0.074315    1.3323e-15       1.2794
_SET1_   ENSG00000101230    20   13152418   13331298    654      77  35986      -1.3986      0.89711    1.3323e-15      -1.3986
_SET1_   ENSG00000125798    20   22511643   22616093    209      14  35986     -0.63671      0.70484    1.2212e-15     -0.63671
_SET1_   ENSG00000101439    20   23558534   23669110    355      17  35986     -0.68421      0.68199    1.2212e-15     -0.68421
_SET1_   ENSG00000125968    20   30143086   30244318    254       9  35986     0.072176      0.41014    1.2351e-15     0.072176
_SET1_   ENSG00000101336    20   30589991   30739659    301      29  35986      -1.3425      0.87705    1.3323e-15      -1.3425
_SET1_   ENSG00000118707    20   35151891   35272353    114      30  35986      0.83942      0.20417    1.2212e-15      0.83942
_SET1_   ENSG00000197122    20   35923088   36084453    402      48  35986      -1.3673      0.89752    1.3323e-15      -1.3673
_SET1_   ENSG00000101445    20   37384348   37601667    614      42  35986       1.9648     0.015663    1.3323e-15       1.9648
_SET1_   ENSG00000124181    20   39715600   39861629    215      25  35986      0.84459      0.16026    1.2212e-15      0.84459
_SET1_   ENSG00000124193    20   42036568   42142245    369      41  35986     -0.96023      0.78466    1.2212e-15     -0.96023
_SET1_   ENSG00000197296    20   42881478   42989809    298      17  35986     0.054845       0.4139    1.2282e-15     0.054845
_SET1_   ENSG00000101076    20   42934340   43111485    450      61  35986       1.2224      0.08264    1.3323e-15       1.2224
_SET1_   ENSG00000196839    20   43198163   43330874    336      40  35986     0.010665      0.43083    1.2299e-15     0.010665
_SET1_   ENSG00000101017    20   44696911   44808502    335      41  35986    -0.039542      0.44992    1.2282e-15    -0.039542
_SET1_   ENSG00000149635    20   45119585   45229213    295      30  35986      0.23392      0.34387    1.2212e-15      0.23392
_SET1_   ENSG00000196562    20   46235092   46465360    910      95  35986      -1.4491      0.90048    1.3323e-15      -1.4491
_SET1_   ENSG00000124126    20   47190790   47494420   1018      40  35986      0.86326      0.13714    1.2212e-15      0.86326
_SET1_   ENSG00000124212    20   48070411   48234683    384      62  35986     -0.85729      0.76002    1.2212e-15     -0.85729
_SET1_   ENSG00000101126    20   49455585   49597958    349      29  35986     -0.10792      0.48614    1.2351e-15     -0.10792
_SET1_   ENSG00000101096    20   49953494   50229370    819      98  35986      0.54794      0.23614    1.2212e-15      0.54794
_SET1_   ENSG00000087589    20   54937168   55084396    392      47  35986      0.24281      0.33864    1.2212e-15      0.24281
_SET1_   ENSG00000101144    20   55693804   55891685    589      43  35986     -0.23026      0.51513    1.2212e-15     -0.23026
_SET1_   ENSG00000179242    20   59777482   60565673   3384     261  35986       -1.833      0.93668    1.3323e-15       -1.833
_SET1_   ENSG00000101182    20   60661791   60768496    377      21  35986     0.075431      0.42181    1.2351e-15     0.075431
_SET1_   ENSG00000184402    20   60668822   60807540    516      41  35986      0.63783      0.21972    1.2212e-15      0.63783
_SET1_   ENSG00000130700    20   60988553   61101026    376      48  35986      0.62366      0.20928    1.2212e-15      0.62366
_SET1_   ENSG00000154645    21   19223580   19689690   1463     121  35986       1.1309     0.089188    1.3323e-15       1.1309
_SET1_   ENSG00000156299    21   32440734   32982290   1697     129  35986      -1.4156      0.88617    1.3323e-15      -1.4156
_SET1_   ENSG00000159216    21   36110098   37426965   3939     199  35986     -0.52444      0.59068    1.2212e-15     -0.52444
_SET1_   ENSG00000185658    21   40506102   40743485    755      18  35986      0.43281      0.24965    1.2212e-15      0.43281
_SET1_   ENSG00000171587    21   41332926   42269065   3687     238  35986       1.2423     0.061002    1.3323e-15       1.2423
_SET1_   ENSG00000160226    21   45698827   45809285    353      36  35986      -1.2942      0.86828    1.3323e-15      -1.2942
_SET1_   ENSG00000160255    21   46255868   46401904    644      68  35986     -0.79723       0.7306    1.2212e-15     -0.79723
_SET1_   ENSG00000160307    21   47968875   48075121    482      29  35986       1.0026      0.12004    1.3323e-15       1.0026
_SET1_   ENSG00000184058    22   19694226   19821116    314      41  35986      -1.3514      0.88403    1.3323e-15      -1.3514
_SET1_   ENSG00000040608    22   20178938   20320769    400      68  35986      0.70896      0.19388    1.2212e-15      0.70896
_SET1_   ENSG00000099942    22   21221714   21358037    379      42  35986      0.75798      0.17308    1.2212e-15      0.75798
_SET1_   ENSG00000186716    22   23471891   23710224    865      47  35986     -0.27821      0.52162    1.2212e-15     -0.27821
_SET1_   ENSG00000100219    22   29140543   29246585    345      22  35986     -0.87352      0.76965    1.2212e-15     -0.87352
_SET1_   ENSG00000183579    22   29229580   29503475    707      48  35986      -1.6733       0.9306    1.3323e-15      -1.6733
_SET1_   ENSG00000128342    22   30586436   30692840    244      49  35986      0.58103      0.23555    1.2212e-15      0.58103
_SET1_   ENSG00000128245    22   32290447   32403590    400      34  35986     -0.29518      0.56997    1.2212e-15     -0.29518
